113322,15.442,4.153,76.57,15.322,25.064,0.0,29.295,0.0,776.062,0,0.0,1,0.0,1,0,1,5,0.0,76.212,26.181,37.604,0,0,0
116655,75.135,59.854,66.935,30.501,96.218,0.0,223.982,0.0,276.696,0,0.0,1,0.0,1,1,0,3,0.0,62.655,-5.39,4.432,1,1,0
119988,37.272,2.207,58.413,25.022,83.611,0.0,119.242,0.0,698.809,1,0.0,1,0.0,1,0,2,4,0.0,40.845,26.586,-11.601,1,1,0
123321,68.267,0.51,65.796,53.954,63.425,0.0,196.363,0.0,75.595,0,0.0,0,0.0,1,1,0,0,0.0,67.355,30.828,27.577,0,0,0
126654,8.737,55.11,23.73,24.311,19.7,0.0,169.88,0.0,128.562,0,0.0,0,0.0,1,0,0,0,0.0,78.194,13.948,13.27,0,1,0
129987,67.334,45.203,56.58,12.382,81.926,0.0,162.373,0.0,624.187,0,0.0,1,0.0,1,1,0,4,0.0,28.274,1.784,8.339,0,1,0
133320,77.484,17.85,70.517,44.809,29.803,0.0,280.304,0.0,462.669,0,0.0,0,0.0,1,0,1,4,0.0,32.105,24.52,14.204,0,1,0
136653,77.074,2.809,43.717,74.717,28.337,0.0,57.759,0.0,524.475,1,0.0,0,0.0,1,1,3,0,0.0,35.742,13.275,5.304,0,1,0
139986,15.748,54.469,68.499,32.814,16.685,0.0,101.162,0.0,612.433,0,0.0,0,0.0,0,1,3,4,0.0,72.636,22.391,26.536,0,1,0
143319,68.263,41.686,50.629,21.109,13.554,0.0,119.278,0.0,650.567,0,0.0,0,0.0,0,0,3,6,0.0,55.91,38.796,-3.205,1,1,0
146652,76.409,45.97,69.734,36.649,13.849,0.0,215.35,0.0,745.964,1,0.0,1,0.0,0,1,3,1,0.0,22.903,17.707,4.413,0,0,0
149985,16.96,31.014,29.859,13.227,94.207,0.0,276.476,0.0,712.519,1,0.0,0,0.0,1,0,3,4,0.0,72.229,33.778,-4.955,0,1,0
153318,18.186,34.903,49.646,74.101,91.85,0.0,182.82,0.0,368.424,0,0.0,0,0.0,1,1,3,5,0.0,57.413,-5.155,4.365,1,1,0
156651,41.791,6.105,48.469,42.712,9.323,0.0,278.952,0.0,273.491,1,0.0,0,0.0,0,0,3,4,0.0,40.698,16.917,24.315,0,0,0
159984,64.463,38.64,50.945,68.15,86.419,0.0,214.333,0.0,375.619,0,0.0,0,0.0,1,0,4,5,0.0,63.698,27.379,20.208,1,1,0
163317,30.158,33.442,52.11,15.698,66.28,0.0,129.301,0.0,261.65,0,0.0,0,0.0,1,0,3,5,0.0,72.886,-10.255,7.086,1,0,0
166650,40.184,58.033,62.224,54.704,35.751,0.0,147.208,0.0,653.64,1,0.0,1,0.0,1,1,4,4,0.0,79.047,-5.893,-12.915,1,0,0
169983,33.774,46.481,74.637,67.839,35.952,0.0,49.208,0.0,196.591,1,0.0,1,0.0,0,0,0,4,0.0,37.792,5.029,-12.254,1,0,0
173316,41.171,59.205,42.498,21.085,9.218,0.0,181.865,0.0,336.332,1,0.0,1,0.0,0,1,2,5,0.0,28.449,33.33,37.423,0,1,0
176649,6.132,54.743,24.344,30.554,98.078,0.0,176.717,0.0,263.899,0,0.0,1,0.0,0,0,3,1,0.0,46.712,23.239,23.845,1,1,0
179982,32.389,15.344,15.043,11.825,82.157,0.0,256.313,0.0,329.927,0,0.0,1,0.0,1,1,1,3,0.0,77.8,12.24,1.786,0,1,0
183315,57.927,59.972,55.986,17.696,18.035,0.0,193.141,0.0,308.527,1,0.0,0,0.0,1,0,0,4,0.0,40.67,11.803,-10.684,1,1,0
186648,37.145,35.789,31.492,50.34,60.448,0.0,74.475,0.0,213.883,0,0.0,1,0.0,0,0,1,2,0.0,46.882,8.896,-0.27,1,1,0
189981,19.48,51.601,68.585,38.069,16.872,0.0,48.473,0.0,289.78,1,0.0,1,0.0,1,0,3,0,0.0,71.07,3.361,36.889,0,1,0
193314,57.877,35.536,60.58,20.316,9.629,0.0,161.353,0.0,355.101,0,0.0,1,0.0,0,1,5,0,0.0,58.017,-11.897,37.537,0,0,0
196647,58.535,13.22,29.677,66.802,34.773,0.0,143.547,0.0,522.994,1,0.0,1,0.0,0,0,5,6,0.0,21.499,-14.37,-9.632,0,1,0
199980,59.752,44.897,19.723,48.733,91.983,0.0,270.387,0.0,420.49,0,0.0,0,0.0,0,0,0,6,0.0,70.837,36.6,18.589,1,0,0
203313,36.872,57.631,75.505,76.748,7.374,0.0,167.801,0.0,94.346,0,0.0,1,0.0,1,1,0,1,0.0,58.058,27.209,-6.113,1,0,0
206646,31.374,3.665,21.456,73.215,52.355,0.0,170.704,0.0,759.261,0,0.0,0,0.0,1,1,0,5,0.0,54.163,35.914,4.05,1,0,0
209979,50.566,48.151,77.926,14.917,50.219,0.0,55.301,0.0,478.304,0,0.0,0,0.0,1,1,0,3,0.0,62.297,-4.056,19.126,0,1,0
213312,74.761,27.84,47.441,10.205,84.857,0.0,144.904,0.0,511.392,0,0.0,0,0.0,0,1,2,4,0.0,55.51,27.254,-13.814,0,1,0
216645,24.634,41.511,21.981,66.041,18.128,0.0,235.23,0.0,352.421,0,0.0,1,0.0,0,0,3,5,0.0,48.493,23.412,37.706,0,1,0
219978,50.356,20.659,48.589,20.123,7.508,0.0,284.792,0.0,40.866,1,0.0,1,0.0,1,0,1,1,0.0,66.415,-13.636,28.067,0,0,0
223311,19.494,6.307,46.848,73.252,18.338,0.0,94.393,0.0,216.162,1,0.0,1,0.0,0,0,0,0,0.0,24.342,25.06,14.302,0,1,0
226644,28.253,35.101,36.913,18.227,61.409,0.0,117.933,0.0,176.771,0,0.0,0,0.0,0,1,0,4,0.0,71.48,9.537,-4.551,1,1,0
229977,38.809,16.488,73.027,44.188,34.667,0.0,172.014,0.0,666.04,0,0.0,1,0.0,1,0,3,6,0.0,67.934,-13.017,22.421,1,0,0
233310,9.424,28.879,65.375,40.272,86.067,0.0,220.942,0.0,558.308,0,0.0,0,0.0,0,0,4,3,0.0,28.63,3.31,1.215,0,0,0
236643,11.148,52.745,43.528,78.961,7.458,0.0,89.365,0.0,267.3,0,0.0,0,0.0,1,1,0,0,0.0,22.837,20.473,-8.737,0,0,0
239976,51.626,56.819,22.738,32.918,6.663,0.0,134.371,0.0,728.566,1,0.0,0,0.0,0,0,2,3,0.0,66.827,5.247,30.174,1,1,0
243309,70.614,15.232,20.655,32.187,58.989,0.0,229.394,0.0,79.836,1,0.0,0,0.0,0,0,0,5,0.0,33.901,-7.331,22.026,0,1,0
246642,24.609,3.092,67.86,73.431,71.019,0.0,242.299,0.0,67.464,1,0.0,1,0.0,1,0,5,4,0.0,78.391,8.619,20.821,1,0,0
249975,76.417,45.405,75.193,47.145,82.19,0.0,253.523,0.0,409.03,0,0.0,1,0.0,1,1,2,1,0.0,73.215,-9.302,8.508,1,1,0
253308,77.002,3.939,16.993,19.602,49.959,0.0,39.941,0.0,642.731,0,0.0,1,0.0,0,0,3,1,0.0,65.805,19.809,28.012,0,1,0
256641,60.111,22.894,74.501,43.148,54.154,0.0,221.747,0.0,125.261,0,0.0,1,0.0,0,0,1,4,0.0,65.278,-7.87,-11.388,1,0,0
259974,23.859,52.401,75.839,16.722,1.41,0.0,182.631,0.0,666.291,1,0.0,0,0.0,1,0,2,3,0.0,21.458,-3.979,17.399,0,0,0
263307,42.473,48.256,31.75,19.338,91.666,0.0,159.902,0.0,566.129,1,0.0,0,0.0,0,1,5,5,0.0,69.015,31.419,36.284,1,0,0
266640,58.818,49.683,75.613,26.732,35.869,0.0,259.854,0.0,195.737,1,0.0,0,0.0,0,0,2,6,0.0,60.492,25.871,-5.056,1,1,0
269973,49.987,50.535,78.372,67.596,95.915,0.0,97.693,0.0,775.591,1,0.0,0,0.0,1,1,0,4,0.0,60.911,17.101,2.093,1,0,0
273306,44.482,23.813,22.089,41.685,96.03,0.0,112.105,0.0,708.128,1,0.0,0,0.0,0,0,4,2,0.0,64.918,32.227,24.265,1,0,0
276639,64.638,25.025,13.606,61.803,91.6,0.0,225.579,0.0,33.456,0,0.0,1,0.0,1,1,2,4,0.0,74.778,-8.592,1.678,0,0,0
279972,39.247,41.661,71.422,22.339,0.742,0.0,172.718,0.0,696.298,1,0.0,1,0.0,1,0,1,0,0.0,75.041,22.657,-0.812,0,1,0
283305,33.973,42.542,47.366,35.614,5.511,0.0,247.798,0.0,305.023,1,0.0,1,0.0,0,1,0,0,0.0,71.926,32.039,-6.292,1,1,0
286638,75.975,1.012,78.808,46.216,1.302,0.0,39.534,0.0,213.601,1,0.0,1,0.0,0,0,0,6,0.0,62.53,-2.375,-8.863,1,0,0
289971,44.825,1.843,66.593,10.904,43.598,0.0,26.02,0.0,781.522,1,0.0,1,0.0,0,0,3,5,0.0,46.306,13.077,-0.175,1,0,0
293304,11.995,24.573,11.823,46.307,43.972,0.0,102.816,0.0,173.205,1,0.0,1,0.0,0,0,4,4,0.0,66.915,31.981,-4.164,1,1,0
296637,37.29,43.516,67.225,51.94,16.175,0.0,181.985,0.0,538.964,1,0.0,0,0.0,0,1,3,3,0.0,63.785,-14.065,9.256,1,0,0
299970,52.243,53.857,58.257,23.118,76.924,0.0,22.847,0.0,543.158,1,0.0,0,0.0,0,0,5,4,0.0,26.305,28.661,27.393,0,1,0
303303,23.243,48.313,18.872,52.336,92.401,0.0,294.414,0.0,431.59,1,0.0,1,0.0,1,1,4,1,0.0,60.612,-2.796,32.811,0,1,0
306636,68.028,26.548,11.8,77.103,93.757,0.0,23.634,0.0,769.492,1,0.0,1,0.0,0,0,1,0,0.0,67.213,7.879,-4.076,1,1,0
309969,69.885,40.871,44.088,59.287,88.945,0.0,78.232,0.0,145.434,0,0.0,1,0.0,0,0,4,6,0.0,66.568,24.746,-10.371,1,1,0
313302,61.874,47.879,39.119,53.332,87.266,0.0,168.344,0.0,389.79,1,0.0,0,0.0,1,0,4,3,0.0,40.589,2.075,28.476,0,0,0
316635,31.832,18.567,52.836,70.494,49.19,0.0,65.657,0.0,773.285,0,0.0,0,0.0,0,1,5,2,0.0,57.564,34.68,23.189,1,0,0
319968,18.9,3.911,71.396,45.239,40.605,0.0,139.105,0.0,673.717,1,0.0,0,0.0,0,0,1,1,0.0,62.342,-6.612,12.671,1,0,0
323301,50.78,25.762,61.61,60.262,78.294,0.0,85.754,0.0,519.27,0,0.0,1,0.0,0,0,3,2,0.0,34.238,-12.778,28.668,1,1,0
326634,29.517,43.989,49.236,40.249,51.326,0.0,128.828,0.0,103.727,1,0.0,1,0.0,1,1,3,0,0.0,28.439,11.47,23.037,0,1,0
329967,46.308,48.101,61.743,15.736,89.64,0.0,278.122,0.0,206.1,1,0.0,1,0.0,0,1,0,5,0.0,23.079,10.301,19.462,0,0,0
333300,62.774,47.104,48.291,46.541,65.834,0.0,121.099,0.0,599.728,1,0.0,1,0.0,0,1,1,4,0.0,60.551,10.982,28.899,0,0,0
336633,45.462,12.834,50.338,45.987,3.141,0.0,31.388,0.0,747.292,1,0.0,1,0.0,1,1,2,3,0.0,29.734,36.358,-4.344,0,1,0
339966,22.427,0.313,20.816,77.367,70.399,0.0,123.376,0.0,620.871,1,0.0,0,0.0,1,1,0,3,0.0,49.078,5.354,39.871,1,1,0
343299,78.454,1.209,30.763,75.577,0.691,0.0,234.022,0.0,400.125,0,0.0,1,0.0,1,1,0,0,0.0,50.16,2.129,26.26,0,1,0
346632,23.65,32.619,65.577,52.528,99.447,0.0,76.46,0.0,425.856,1,0.0,1,0.0,1,1,3,3,0.0,24.731,26.914,-3.562,1,1,0
349965,71.785,25.347,60.712,46.602,93.304,0.0,298.56,0.0,145.718,1,0.0,0,0.0,0,0,3,0,0.0,24.17,16.973,-5.591,0,0,0
353298,73.068,10.415,31.675,45.244,28.661,0.0,159.407,0.0,650.653,0,0.0,1,0.0,0,0,4,2,0.0,43.817,20.949,19.378,0,1,0
356631,5.394,13.788,32.381,48.266,73.223,0.0,132.141,0.0,168.186,1,0.0,0,0.0,0,1,0,4,0.0,65.621,2.596,-13.111,1,1,0
359964,31.614,16.504,20.866,43.378,12.378,0.0,158.504,0.0,329.542,1,0.0,0,0.0,0,0,1,2,0.0,63.917,4.803,1.25,1,1,0
363297,13.509,2.878,20.142,41.186,46.135,0.0,295.996,0.0,418.842,1,0.0,0,0.0,1,1,2,3,0.0,74.711,-1.163,4.216,0,0,0
366630,65.9,48.92,69.238,23.032,61.959,0.0,69.222,0.0,180.939,1,0.0,1,0.0,0,0,3,4,0.0,41.332,31.22,12.894,1,1,0
369963,37.721,7.0,77.547,48.532,73.402,0.0,33.518,0.0,527.745,1,0.0,1,0.0,1,0,0,4,0.0,38.482,14.392,17.108,0,1,0
373296,33.354,28.276,48.006,11.308,62.863,0.0,121.686,0.0,325.866,0,0.0,1,0.0,1,0,3,2,0.0,38.453,-7.01,-2.77,0,1,0
376629,79.231,37.521,20.687,45.381,91.666,0.0,84.294,0.0,43.334,1,0.0,1,0.0,0,0,5,4,0.0,75.466,12.904,6.857,1,1,0
379962,66.504,27.038,64.254,25.619,83.771,0.0,30.71,0.0,402.398,1,0.0,1,0.0,0,1,2,3,0.0,52.221,15.157,15.634,0,0,0
383295,73.294,18.948,72.034,55.147,71.116,0.0,257.832,0.0,304.006,0,0.0,1,0.0,1,1,5,1,0.0,28.114,-0.147,-6.634,0,1,0
386628,75.525,7.176,29.376,24.874,90.751,0.0,182.441,0.0,235.909,1,0.0,1,0.0,0,1,5,2,0.0,31.195,-3.868,29.662,1,0,0
389961,5.669,45.532,40.148,64.655,9.557,0.0,108.892,0.0,395.592,1,0.0,1,0.0,0,1,2,5,0.0,58.194,-3.136,31.942,0,1,0
393294,39.692,45.607,29.486,73.954,32.214,0.0,111.085,0.0,491.971,1,0.0,0,0.0,1,0,2,4,0.0,55.617,32.956,6.491,0,0,0
396627,29.613,28.364,74.677,56.259,72.006,0.0,165.159,0.0,694.272,0,0.0,0,0.0,0,0,1,6,0.0,25.519,15.664,23.09,0,0,0
399960,77.907,1.032,44.12,13.481,28.227,0.0,86.073,0.0,414.701,1,0.0,0,0.0,1,1,4,6,0.0,27.405,33.3,28.488,0,0,0
403293,56.785,30.152,39.023,22.512,85.788,0.0,184.066,0.0,359.346,1,0.0,0,0.0,0,1,5,3,0.0,60.1,31.889,-0.648,0,1,0
406626,11.467,50.068,48.553,43.72,73.438,0.0,63.151,0.0,264.933,0,0.0,1,0.0,0,1,0,0,0.0,68.91,17.913,-2.334,1,0,0
409959,37.444,29.64,45.252,78.191,22.8,0.0,64.613,0.0,321.143,1,0.0,1,0.0,0,0,5,6,0.0,46.89,6.333,-14.777,1,1,0
413292,54.282,33.747,10.282,56.355,44.202,0.0,121.395,0.0,453.888,1,0.0,0,0.0,1,0,1,0,0.0,44.845,-5.458,7.412,0,0,0
416625,78.749,51.804,19.736,46.097,36.066,0.0,74.617,0.0,170.955,0,0.0,0,0.0,1,0,2,0,0.0,63.623,10.673,34.629,0,1,0
419958,8.76,37.577,40.032,79.603,19.687,0.0,270.544,0.0,130.655,1,0.0,1,0.0,1,0,0,3,0.0,78.33,27.8,-0.255,0,1,0
423291,27.331,20.828,47.172,56.342,83.038,0.0,222.269,0.0,135.308,0,0.0,1,0.0,0,1,4,5,0.0,48.694,-11.939,-11.122,0,1,0
426624,11.867,0.301,51.961,69.942,83.516,0.0,116.855,0.0,140.717,1,0.0,1,0.0,1,0,0,2,0.0,78.754,27.996,27.379,0,0,0
429957,71.546,32.572,28.008,65.603,11.671,0.0,256.101,0.0,207.197,1,0.0,0,0.0,1,1,5,4,0.0,52.332,17.349,9.621,0,1,0
433290,72.518,31.512,31.52,70.282,24.438,0.0,111.016,0.0,399.364,1,0.0,1,0.0,0,1,4,2,0.0,32.876,16.07,29.706,1,1,0
436623,74.616,7.303,27.119,68.767,63.917,0.0,141.086,0.0,239.385,0,0.0,1,0.0,0,0,4,0,0.0,30.055,28.876,23.631,1,0,0
439956,41.398,1.354,59.675,59.483,25.568,0.0,168.67,0.0,21.291,0,0.0,0,0.0,0,1,0,3,0.0,26.555,31.723,21.654,1,1,0
443289,51.474,53.76,56.403,79.005,63.193,0.0,158.563,0.0,233.733,0,0.0,0,0.0,0,0,4,6,0.0,62.569,-14.094,-9.583,0,0,0
446622,45.038,1.982,69.543,61.541,45.057,0.0,74.644,0.0,114.356,0,0.0,1,0.0,0,1,3,0,0.0,59.039,3.038,17.98,1,0,0
449955,33.663,10.258,66.62,48.831,26.18,0.0,222.897,0.0,462.937,0,0.0,1,0.0,0,0,3,3,0.0,75.393,26.168,-5.595,0,1,0
453288,29.363,31.551,22.502,19.846,54.795,0.0,46.144,0.0,534.558,1,0.0,1,0.0,0,1,5,1,0.0,34.673,30.801,33.653,1,0,0
456621,72.231,38.925,43.039,15.16,66.17,0.0,162.922,0.0,28.947,0,0.0,1,0.0,0,1,0,3,0.0,35.732,26.703,37.841,0,1,0
459954,25.567,53.403,67.105,29.073,36.632,0.0,235.507,0.0,386.164,1,0.0,0,0.0,1,0,0,1,0.0,33.26,15.268,-12.854,1,0,0
463287,40.082,35.83,38.074,64.291,87.422,0.0,27.037,0.0,788.977,1,0.0,0,0.0,1,0,1,4,0.0,42.06,1.14,21.024,1,1,0
466620,30.108,18.414,48.743,46.726,43.014,0.0,296.836,0.0,461.667,1,0.0,1,0.0,0,0,4,5,0.0,49.505,23.893,12.324,1,0,0
469953,61.575,16.514,50.252,28.187,79.621,0.0,135.22,0.0,651.888,0,0.0,1,0.0,1,1,2,6,0.0,64.566,12.97,13.585,1,1,0
473286,76.36,47.756,38.025,19.188,15.283,0.0,52.392,0.0,165.959,1,0.0,0,0.0,1,0,2,2,0.0,25.519,8.858,4.27,1,0,0
476619,65.323,12.555,24.853,78.202,33.776,0.0,20.942,0.0,386.221,0,0.0,1,0.0,0,1,1,4,0.0,64.605,13.406,18.008,0,1,0
479952,22.267,42.974,46.502,32.81,10.327,0.0,95.96,0.0,652.616,0,0.0,0,0.0,1,0,2,5,0.0,68.92,-5.413,30.29,1,0,0
483285,48.598,41.952,59.415,64.395,93.615,0.0,102.897,0.0,687.171,0,0.0,1,0.0,1,0,3,5,0.0,78.163,12.559,1.548,0,1,0
486618,56.635,14.253,47.7,28.112,84.095,0.0,74.581,0.0,39.646,1,0.0,0,0.0,1,0,4,4,0.0,43.874,-14.788,-12.477,0,0,0
489951,28.0,13.596,41.881,74.149,84.45,0.0,212.541,0.0,486.443,0,0.0,1,0.0,1,0,2,3,0.0,68.306,-7.347,-0.248,0,1,0
493284,20.852,46.75,57.945,66.471,96.202,0.0,264.622,0.0,103.787,0,0.0,0,0.0,1,0,0,0,0.0,27.821,39.397,-0.651,1,1,0
496617,33.891,41.354,78.03,54.46,73.714,0.0,261.915,0.0,290.189,0,0.0,1,0.0,0,1,2,5,0.0,46.996,-8.58,5.478,1,0,0
499950,8.73,48.147,61.87,72.986,86.154,0.0,281.574,0.0,491.678,1,0.0,1,0.0,0,0,5,3,0.0,49.236,2.127,9.642,1,0,0
503283,26.689,24.784,17.823,76.581,3.502,0.0,24.404,0.0,782.682,1,0.0,1,0.0,0,0,4,4,0.0,51.499,-4.29,-14.661,0,1,0
506616,74.781,58.073,77.369,34.545,34.5,0.0,181.998,0.0,722.544,0,0.0,1,0.0,1,1,4,1,0.0,62.033,24.901,33.914,0,0,0
509949,18.489,58.278,42.277,44.312,12.195,0.0,271.561,0.0,411.899,0,0.0,1,0.0,0,1,2,2,0.0,42.0,-11.051,23.022,1,1,0
513282,29.68,23.941,74.446,57.821,29.821,0.0,88.899,0.0,784.838,1,0.0,1,0.0,1,1,3,6,0.0,78.497,33.593,-10.21,1,0,0
516615,48.089,8.67,59.481,41.383,38.083,0.0,103.732,0.0,782.862,1,0.0,1,0.0,1,0,0,2,0.0,76.829,23.713,-2.541,0,1,0
519948,5.95,57.804,43.774,48.245,24.159,0.0,74.749,0.0,378.567,0,0.0,1,0.0,0,1,2,2,0.0,48.131,17.406,36.652,0,0,0
523281,43.674,58.443,65.683,46.351,56.827,0.0,104.985,0.0,44.296,1,0.0,0,0.0,0,0,4,1,0.0,79.444,19.433,33.546,1,1,0
526614,76.504,30.365,43.335,46.985,34.721,0.0,24.07,0.0,124.972,1,0.0,0,0.0,0,1,3,5,0.0,48.976,24.637,13.319,0,0,0
529947,62.198,38.299,32.699,59.187,83.83,0.0,289.822,0.0,692.037,1,0.0,0,0.0,1,0,5,1,0.0,76.948,-11.979,23.014,1,1,0
533280,30.54,28.291,13.766,66.401,12.698,0.0,207.383,0.0,473.854,1,0.0,0,0.0,1,0,0,5,0.0,24.826,5.253,32.518,1,1,0
536613,56.323,33.394,64.442,36.817,10.146,0.0,269.866,0.0,99.17,0,0.0,1,0.0,0,0,5,3,0.0,60.441,-13.577,23.828,1,1,0
539946,64.758,38.433,51.948,70.339,38.148,0.0,199.074,0.0,364.141,1,0.0,0,0.0,0,0,0,6,0.0,43.672,15.512,13.943,0,1,0
543279,26.331,36.943,76.743,41.596,90.329,0.0,247.503,0.0,478.615,1,0.0,1,0.0,1,1,3,2,0.0,66.358,27.894,34.824,1,1,0
546612,27.496,8.789,60.767,34.373,29.861,0.0,102.099,0.0,797.005,1,0.0,0,0.0,1,1,0,0,0.0,37.878,-6.858,29.342,0,1,0
549945,63.391,54.164,18.369,22.635,11.485,0.0,124.604,0.0,263.583,0,0.0,0,0.0,1,1,0,5,0.0,28.133,6.533,10.015,0,0,0
553278,74.552,35.385,13.518,74.711,65.979,0.0,100.085,0.0,606.709,1,0.0,0,0.0,1,1,4,2,0.0,69.046,-13.518,-4.662,0,0,0
556611,54.066,15.974,38.59,49.793,20.42,0.0,263.621,0.0,540.284,1,0.0,1,0.0,1,1,2,3,0.0,68.387,-6.581,-0.927,0,0,0
559944,15.661,10.904,39.806,49.209,92.103,0.0,258.902,0.0,510.22,1,0.0,0,0.0,1,0,0,1,0.0,76.601,18.467,-1.486,0,0,0
563277,31.093,34.197,25.316,77.377,32.585,0.0,177.052,0.0,488.457,0,0.0,1,0.0,0,0,5,6,0.0,76.419,34.227,5.99,0,1,0
566610,55.893,29.261,19.005,72.826,11.522,0.0,259.449,0.0,695.087,1,0.0,0,0.0,0,0,3,3,0.0,68.687,24.931,1.869,1,0,0
